C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_077.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_077.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_077.jpg,0,0,0,5.424105E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_145.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_145.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_145.jpg,0,0,0,2.457795E-05
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_212.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_212.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_212.jpg,0,0,0,2.987918E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_285.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_285.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_285.jpg,0,0,0,2.938022E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_353.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_353.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_353.jpg,0,0,0,1.38442E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_425.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_425.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_425.jpg,0,0,0,5.136136E-07
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_499.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_499.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_499.jpg,0,0,0,8.901001E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_567.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_567.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_567.jpg,0,0,0,8.247312E-06
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_635.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_635.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_635.jpg,0,0,0,1.55705E-05
C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\center_2023_05_07_19_12_10_702.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\left_2023_05_07_19_12_10_702.jpg,C:\Users\ricar\OneDrive\Escritorio\Master Business Information Systems\TRIM V\ISY503 Intelligent Systems\Assessment III\Laps Data\IMG\right_2023_05_07_19_12_10_702.jpg,0,0,0,1.577595E-05
